id	conversation_id	created_at	date	time	timezone	user_id	username	name	place	tweet	language	mentions	urls	photos	replies_count	retweets_count	likes_count	hashtags	cashtags	link	retweet	quote_url	video	thumbnail	near	geo	source	user_rt_id	user_rt	retweet_id	reply_to	retweet_date	translate	trans_src	trans_dest
1386372098118070283	1386372098118070283	2021-04-25 14:30:40 E. South America Standard Time	2021-04-25	14:30:40	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Kaiapós do Pará e Mato Grosso obtém apoio do nosso governo para trabalharem a terra.  - A nova @funaioficial cada vez mais ajuda na integração dos nossos irmãos índios.  https://t.co/7tEItYf5Vw	pt	[{'screen_name': 'funaioficial', 'name': 'funai', 'id': '3335509756'}]	[]	[]	788	5487	21918	[]	[]	https://twitter.com/jairbolsonaro/status/1386372098118070283	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1386372056581918725/pu/img/PeMTk8_eV0-BTuYM.jpg							[]				
1386294702664716289	1386293986126487554	2021-04-25 09:23:07 E. South America Standard Time	2021-04-25	09:23:07	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		1.2-   14 empresas de diferentes países já manifestaram interesse em realizar operações a partir de Alcântara. Um marco para a história local e para o Programa Espacial Brasileiro. @govbr   Detalhes:  https://t.co/jkGpfH2b0s	pt	[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]	['https://www.gov.br/aeb/pt-br/assuntos/noticias/cresce-interesse-de-empresas-no-espacoporto-de-alcantara']	[]	171	1092	5086	[]	[]	https://twitter.com/jairbolsonaro/status/1386294702664716289	False		0								[]				
1386294477095120899	1386293986126487554	2021-04-25 09:22:14 E. South America Standard Time	2021-04-25	09:22:14	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		1.1- Após a homologação do Acordo de Salvaguardas Tecnológicas pelo governo federal, crescem os interesses de empresas no espaçoporto de Alcântara/MA. Desenvolvimento regional e nacional, emprego e tecnologia. @mcti @Astro_Pontes  https://t.co/ggobekWZve	pt	[{'screen_name': 'mcti', 'name': 'ministério da ciência, tecnologia e inovações', 'id': '3108587889'}, {'screen_name': 'astro_pontes', 'name': 'marcos pontes', 'id': '93339429'}]	[]	['https://pbs.twimg.com/media/Ez0bemTWQAAeU82.jpg']	151	1565	7590	[]	[]	https://twitter.com/jairbolsonaro/status/1386294477095120899	False		1	https://pbs.twimg.com/media/Ez0bemTWQAAeU82.jpg							[]				
1386294225797591043	1386293986126487554	2021-04-25 09:21:14 E. South America Standard Time	2021-04-25	09:21:14	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Com apoio intensivo das Forças Armadas, o país segue avançando na vacinação. Detalhes nas redes sociais: @DefesaGovBr @exercitooficial @marmilbr @fab_oficial  https://t.co/kQtWIoGCvi	pt	[{'screen_name': 'defesagovbr', 'name': 'ministério da defesa', 'id': '70809242'}, {'screen_name': 'exercitooficial', 'name': 'exercitooficial', 'id': '184762182'}, {'screen_name': 'marmilbr', 'name': 'marinha do brasil', 'id': '236354374'}, {'screen_name': 'fab_oficial', 'name': 'força aérea brasileira 🇧🇷', 'id': '123339012'}]	[]	['https://pbs.twimg.com/media/Ez0bP_NXIAESfTi.jpg']	171	1276	5842	[]	[]	https://twitter.com/jairbolsonaro/status/1386294225797591043	False		1	https://pbs.twimg.com/media/Ez0bP_NXIAESfTi.jpg							[]				
1386293986126487554	1386293986126487554	2021-04-25 09:20:17 E. South America Standard Time	2021-04-25	09:20:17	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- As águas do São Francisco chegaram ao Ceará. Agora, elas já percorrerem o estado fortalecendo os Rios Jaguaribe e Salgado e abastecendo o reservatório Castanhão.  Via @rogeriosmarinho @mdregional_br   Segue o fio:  https://t.co/FQCb6SZskV	pt	[{'screen_name': 'rogeriosmarinho', 'name': 'rogério marinho', 'id': '52189996'}, {'screen_name': 'mdregional_br', 'name': 'ministério do desenvolvimento regional', 'id': '1004396762'}]	[]	[]	1200	4333	19435	[]	[]	https://twitter.com/jairbolsonaro/status/1386293986126487554	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1386293943839727617/pu/img/LzggivxRB59KkXvg.jpg							[]				
1386137902917328899	1386137902917328899	2021-04-24 23:00:03 E. South America Standard Time	2021-04-24	23:00:03	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Nossos últimos heróis estão partindo. - Combatente da 2a. Guerra Mundial. - Sebastião Vicente dos S. Sobrinho. - 14/mar/1921 🇧🇷 24/abr/2021. - Rio de Janeiro/RJ.P  https://t.co/MCpiTiB8HY	pt	[]	[]	['https://pbs.twimg.com/media/EzyNEwYWYAEC1qL.jpg']	1446	3773	31091	[]	[]	https://twitter.com/jairbolsonaro/status/1386137902917328899	False		1	https://pbs.twimg.com/media/EzyNEwYWYAEC1qL.jpg							[]				
1386049288891928577	1386049288891928577	2021-04-24 17:07:56 E. South America Standard Time	2021-04-24	17:07:56	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- O Brasil segue se superando na vacinação contra a covid e se aproxima da marca de 2 milhões de doses aplicadas por dia. Mais de 1,7 milhões de brasileiros foram vacinados nas últimas 24h; mais de 37 milhões no total. O @govbr já distribuiu quase 58 milhões de doses aos estados.	pt	[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}]	[]	[]	2244	6132	31500	[]	[]	https://twitter.com/jairbolsonaro/status/1386049288891928577	False		0								[]				
1385977029540069382	1385977029540069382	2021-04-24 12:20:48 E. South America Standard Time	2021-04-24	12:20:48	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Depois dos Parecis, agora os Bakairis de Mato Grosso que produzem comercialmente no campo.  - A nova @funaioficial interagindo  cada vez mais com nossos irmãos indígenas.  https://t.co/34sPK3n1m2	pt	[{'screen_name': 'funaioficial', 'name': 'funai', 'id': '3335509756'}]	[]	[]	706	4085	16646	[]	[]	https://twitter.com/jairbolsonaro/status/1385977029540069382	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1385976985495691267/pu/img/GsUZiWXcIUq81T5f.jpg							[]				
1385893660043120640	1385891634416656385	2021-04-24 06:49:31 E. South America Standard Time	2021-04-24	06:49:31	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- A 2ª Companhia de Transporte está conduzindo um hospital de campanha de Curitiba à Brasília, totalizando 1.400 km. Três viaturas partiram da capital do Paraná hoje, levando 8.000 kg de material. A previsão é que as viaturas cheguem na capital federal no domingo. @DefesaGovBr  https://t.co/Jh6kOsyXvH	pt	[{'screen_name': 'defesagovbr', 'name': 'ministério da defesa', 'id': '70809242'}]	[]	['https://pbs.twimg.com/media/Ezuu7vrX0AEPTPR.jpg']	251	1167	5143	[]	[]	https://twitter.com/jairbolsonaro/status/1385893660043120640	False		1	https://pbs.twimg.com/media/Ezuu7vrX0AEPTPR.jpg							[]				
1385893449984090115	1385891634416656385	2021-04-24 06:48:41 E. South America Standard Time	2021-04-24	06:48:41	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Nesta sexta-feira (23), como determinação do @govbr , a @marmilbr inaugurou mais um posto de vacinação no Rio de Janeiro, no Espaço Cultural da Marinha, na região da Praça XV. @DefesaGovBr  https://t.co/RwoQGfTq9H	pt	[{'screen_name': 'govbr', 'name': 'governo do brasil', 'id': '861707648584085504'}, {'screen_name': 'marmilbr', 'name': 'marinha do brasil', 'id': '236354374'}, {'screen_name': 'defesagovbr', 'name': 'ministério da defesa', 'id': '70809242'}]	[]	['https://pbs.twimg.com/media/EzuuvumXEAQO4GQ.jpg']	143	1040	5108	[]	[]	https://twitter.com/jairbolsonaro/status/1385893449984090115	False		1	https://pbs.twimg.com/media/EzuuvumXEAQO4GQ.jpg							[]				
1385893203769954305	1385891634416656385	2021-04-24 06:47:43 E. South America Standard Time	2021-04-24	06:47:43	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		Navios da @marmilbr transportam tanque de oxigênio que atenderá hospitais no Pará e no Amapá!  Mais uma missão de carregamento deste material hospitalar no porto de Vila do Conde, em Barcarena (PA). Ao final, o tanque será abastecido com 90 mil metros cúbicos de oxigênio líquido.  https://t.co/tJ3ElMXIFs	pt	[{'screen_name': 'marmilbr', 'name': 'marinha do brasil', 'id': '236354374'}]	[]	['https://pbs.twimg.com/media/EzuuhZ9WEAE31Rm.jpg']	65	1005	3693	[]	[]	https://twitter.com/jairbolsonaro/status/1385893203769954305	False		1	https://pbs.twimg.com/media/EzuuhZ9WEAE31Rm.jpg							[]				
1385892918695796737	1385891634416656385	2021-04-24 06:46:35 E. South America Standard Time	2021-04-24	06:46:35	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		1.2- Por meio da operação, a PF sequestrou bens móveis e imóveis avaliados em aproximadamente R$ 22 milhões, entre prédios, casa e cotas referentes a apartamentos em resorts de luxo (leilões e retorno à sociedade). @JusticaGovBR @secomvc	pt	[{'screen_name': 'justicagovbr', 'name': 'ministério da justiça e segurança pública', 'id': '68810711'}, {'screen_name': 'secomvc', 'name': 'secomvc', 'id': '1158389772920020993'}]	[]	[]	59	823	3141	[]	[]	https://twitter.com/jairbolsonaro/status/1385892918695796737	False		0								[]				
1385892790471700480	1385891634416656385	2021-04-24 06:46:04 E. South America Standard Time	2021-04-24	06:46:04	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		1.2- Tráfico internacional de drogas no Pará: a @policiafederal deflagrou, nesta terça (20), a Operação Goblin - desmonte de complexo sistema de financiamento ao tráfico de drogas que movimentou mais de R$ 89 milhões.  https://t.co/ipHJckith0	pt	[{'screen_name': 'policiafederal', 'name': 'polícia federal', 'id': '106714016'}]	[]	['https://pbs.twimg.com/media/EzuuJOcWUAAUT5r.jpg']	36	774	2804	[]	[]	https://twitter.com/jairbolsonaro/status/1385892790471700480	False		1	https://pbs.twimg.com/media/EzuuJOcWUAAUT5r.jpg							[]				
1385892524129193984	1385891634416656385	2021-04-24 06:45:01 E. South America Standard Time	2021-04-24	06:45:01	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- A Empresa Brasileira de Serviços Hospitalares (@ebserh ) repassou, nos últimos dois meses, R$ 82,5 milhões para hospitais universitários federais por meio do Programa Nacional de Reestruturação dos Hospitais Universitários Federais (Rehuf). @secomvc  https://t.co/rzxEzo40IP	pt	[{'screen_name': 'ebserh', 'name': 'ebserh', 'id': '1392868538'}, {'screen_name': 'secomvc', 'name': 'secomvc', 'id': '1158389772920020993'}]	[]	['https://pbs.twimg.com/media/Ezut539XIAQ8_av.jpg']	46	721	2690	[]	[]	https://twitter.com/jairbolsonaro/status/1385892524129193984	False		1	https://pbs.twimg.com/media/Ezut539XIAQ8_av.jpg							[]				
1385892238513815553	1385891634416656385	2021-04-24 06:43:52 E. South America Standard Time	2021-04-24	06:43:52	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Aberto mais um trecho pavimentado na BR-226/MA. Diferença para 37 municípios beneficiados por mais esses 13 km entregues. Este ano, o @MInfraestrutura liberará o contorno de Timon, que fará ligação de trecho pavimentado da BR-226 com a BR-316. @tarcisiogdf @DNIToficial  https://t.co/2eSfPekyFU	pt	[{'screen_name': 'minfraestrutura', 'name': 'ministério da infraestrutura', 'id': '523331076'}, {'screen_name': 'tarcisiogdf', 'name': 'tarcísio gomes de freitas', 'id': '1078618844007157761'}, {'screen_name': 'dnitoficial', 'name': 'dnit', 'id': '455069103'}]	[]	[]	108	1155	5203	[]	[]	https://twitter.com/jairbolsonaro/status/1385892238513815553	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1385892143043129345/pu/img/bzQ-A2I96VM-la3i.jpg							[]				
1385891766126133249	1385891634416656385	2021-04-24 06:42:00 E. South America Standard Time	2021-04-24	06:42:00	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		A2. Por questões logísticas, a @fiocruz passará a liberar novos lotes da vacina ao Programa Nacional de Imunizações (PNI) sempre às sextas-feiras. A próxima remessa da fundação, de 6,7 milhões de doses, está prevista já para a próxima semana.	pt	[{'screen_name': 'fiocruz', 'name': 'fiocruz', 'id': '20045580'}]	[]	[]	51	751	2979	[]	[]	https://twitter.com/jairbolsonaro/status/1385891766126133249	False		0								[]				
1385891634416656385	1385891634416656385	2021-04-24 06:41:28 E. South America Standard Time	2021-04-24	06:41:28	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		A1- O @minsaude recebeu nesta sexta-feira (23), mais 5 milhões de doses da vacina contra a Covid-19 fabricada no Brasil pela Fiocruz. A quantidade supera em 300 mil doses a previsão inicial para a semana, que era de 4,7 milhões de unidades. @secomvc   Segue o fio:  https://t.co/TaiUGCrHAG	pt	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}, {'screen_name': 'secomvc', 'name': 'secomvc', 'id': '1158389772920020993'}]	[]	['https://pbs.twimg.com/media/EzutF6iX0AErRUS.jpg']	761	3369	15387	[]	[]	https://twitter.com/jairbolsonaro/status/1385891634416656385	False		1	https://pbs.twimg.com/media/EzutF6iX0AErRUS.jpg							[]				
1385712282576039943	1385712282576039943	2021-04-23 18:48:48 E. South America Standard Time	2021-04-23	18:48:48	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Hoje gravei com o @sikerajr :  https://t.co/bnCZiBJrRm	pt	[{'screen_name': 'sikerajr', 'name': 'sikêra júnior', 'id': '260509524'}]	[]	[]	2846	7066	37962	[]	[]	https://twitter.com/jairbolsonaro/status/1385712282576039943	False		1	https://pbs.twimg.com/ext_tw_video_thumb/1385712239110463494/pu/img/zFOW1M2YZP_7ZUVu.jpg							[]				
1385557212865732615	1385547302497103875	2021-04-23 08:32:36 E. South America Standard Time	2021-04-23	08:32:36	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- Recorde de reciclagem de latas de alumínio!   - Foram 391,5 mil toneladas recicladas, marca alcançada após assinatura de termo de compromisso no âmbito do programa Lixão Zero. Emprego, renda e sustentabilidade!  @rsallesmma @mmeioambiente  https://t.co/igSJS0PAq3	pt	[{'screen_name': 'rsallesmma', 'name': 'ricardo salles mma', 'id': '971822131024748545'}, {'screen_name': 'mmeioambiente', 'name': 'ministério do meio ambiente', 'id': '193003734'}]	[]	['https://pbs.twimg.com/media/Ezp88EsXoAEDOwF.jpg']	349	1334	6051	[]	[]	https://twitter.com/jairbolsonaro/status/1385557212865732615	False		1	https://pbs.twimg.com/media/Ezp88EsXoAEDOwF.jpg							[]				
1385549995462516736	1385547302497103875	2021-04-23 08:03:55 E. South America Standard Time	2021-04-23	08:03:55	-0300	128372940	jairbolsonaro	Jair M. Bolsonaro		- @minsaude  https://t.co/fdRfk6vvIm	und	[{'screen_name': 'minsaude', 'name': 'ministério da saúde', 'id': '37717107'}]	[]	['https://pbs.twimg.com/media/Ezp2X_uXMAMBsc6.jpg']	438	1672	8023	[]	[]	https://twitter.com/jairbolsonaro/status/1385549995462516736	False		1	https://pbs.twimg.com/media/Ezp2X_uXMAMBsc6.jpg							[]				
